7/12/2021/3:21 PM SW ver:OXY4v2_30
Header Ch-2
Description: 
IDENTIFICATION
PHIboard number   : v1230970
PM number         : 00000000
Serial number     : S DLD 0001 000056   
MUX channel       : ON - 02

PARAMETERS
Signal LED current: 050
Ref LED current   : 080
Ref LED amplitude : 102624
Frequency         : 006
Sending interval  : 0001
Averaging         : 3
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 60.29 at 013.2°C amp 029000
100.00%a.s.phase 2: 28.67 at 012.1°C amp 012800
Date   (ddmmyy)   : 111216
Pressure (mBar)   : 1013

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1013
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/% air sat.;Phase/°;Amp;Temp/°C;Error
7/12/2021;3:21:39 PM;0.00;89.450;29.940;11391.000;11.900;0.000
7/12/2021;3:21:54 PM;0.25;89.650;29.910;11417.000;11.900;0.000
7/12/2021;3:22:11 PM;0.52;88.950;30.000;11389.000;11.900;0.000
7/12/2021;3:22:24 PM;0.75;88.580;29.970;11428.000;12.300;0.000
7/12/2021;3:22:39 PM;1.00;89.430;29.860;11391.000;12.300;0.000
7/12/2021;3:22:54 PM;1.25;88.810;29.940;11422.000;12.300;0.000
7/12/2021;3:23:09 PM;1.50;88.700;29.950;11447.000;12.300;0.000
7/12/2021;3:23:24 PM;1.75;89.120;29.900;11408.000;12.300;0.000
7/12/2021;3:23:39 PM;2.00;87.960;30.050;11460.000;12.300;0.000
7/12/2021;3:23:54 PM;2.25;88.660;29.960;11447.000;12.300;0.000
7/12/2021;3:24:09 PM;2.50;87.930;30.050;11478.000;12.300;0.000
7/12/2021;3:24:24 PM;2.75;87.830;30.060;11463.000;12.300;0.000
7/12/2021;3:24:39 PM;3.00;88.050;30.040;11468.000;12.300;0.000
